TaxonId;Vetenskapligt namn;Svenskt namn;Svensk förekomst;Typ;Organismgrupp;Kategori;Rödlistekriterium;Skog (S);Jordbrukslandskap (J);Urban miljö (U);Fjäll (F);Våtmark (V);Sötvatten (L);Havsstrand (H);Marin miljö (M);Brackvatten (B)
1359;Ramariopsis pulchella;violfingersvamp;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);C2a(i);Viktig;;;;;;;;
371;Ramariopsis subtilis;ljus ängsfingersvamp;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);A2c+3c+4c;Viktig;Förekommer;;;;;;;
229821;Ramboldia elabens;vedflamlav;Bofast och reproducerande;Art;Lavar;Nära hotad (NT);"A2b+3d+4c; D1";Viktig;Förekommer;;;Viktig;;;;
1812;Ramboldia insidiosa;staketflamlav;Bofast och reproducerande;Art;Lavar;Sårbar (VU);D1;;Viktig;;;;;;;
1827;Ramonia chrysophaea;större småstjärna;Bofast och reproducerande;Art;Lavar;Sårbar (VU);D1;Viktig;;;;;;;;
100117;Rana dalmatina;långbensgroda;Bofast och reproducerande;Art;Grod- och kräldjur;Sårbar (VU);B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);Viktig;;;;Viktig;Viktig;;;
100120;Rangifer tarandus;vildren;Ej längre bofast, nu endast tillfälligt förekommande;Art;Däggdjur;Nationellt utdöd (RE);;Viktig;;;Viktig;;;;;
1361;Ranunculus arvensis;åkerranunkel;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);B2ab(i,ii,iii,iv,v)c(iv);;Viktig;;;;;;;
1363;Ranunculus fluitans;jättemöja;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);D2;;;;;;Viktig;;;
1364;Ranunculus hederaceus;murgrönsmöja;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B1ab(iii);;Viktig;;;Viktig;Förekommer;;;
1366;Ranunculus ophioglossifolius;gotlandsranunkel;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);"B1ac(iv)+2ac(iv); D";;Viktig;;;Viktig;;;;
222914;Ranunculus polyanthemos;backsmörblomma;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);A2abc;Förekommer;Viktig;;;;;;;
264438;Ranunculus subborealis subsp. villosus;raggsmörblomma;Bofast och reproducerande;Underart;Kärlväxter;Kunskapsbrist (DD);;Viktig;;;;Viktig;;;;
1368;Ranunculus sulphureus;polarsmörblomma;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);D1+2;;;;Viktig;;;;;
220571;Raphanus raphanistrum;åkerrättika;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);A2abc;;Viktig;Förekommer;;;;;;
102808;Raphitoma echinata;;Bofast och reproducerande;Art;Blötdjur;Kunskapsbrist (DD);;;;;;;;;Viktig;
102910;Raphitoma purpurea;;Bofast och reproducerande;Art;Blötdjur;Kunskapsbrist (DD);;;;;;;;;Viktig;
100121;Rattus rattus;svartråtta;Ej längre bofast, nu endast tillfälligt förekommande;Art;Däggdjur;Nationellt utdöd (RE);;;;Viktig;;;;;;
103016;Regulus ignicapilla;brandkronad kungsfågel;Bofast och reproducerande;Art;Fåglar;Sårbar (VU°);D;Viktig;;;;;;;;
103015;Regulus regulus;kungsfågel;Bofast och reproducerande;Art;Fåglar;Sårbar (VU);A2b;Viktig;;;;;;;;
1769;Reichlingia zwackhii;frostfläck;Bofast och reproducerande;Art;Lavar;Akut hotad (CR);A3bc;Viktig;Viktig;;;;;;;
101700;Reitterelater dubius;eksavknäppare;Bofast och reproducerande;Art;Skalbaggar;Akut hotad (CR);B1ab(iii);Viktig;Viktig;;;;;;;
100123;Remiz pendulinus;pungmes;Bofast och reproducerande;Art;Fåglar;Starkt hotad (EN);D;Förekommer;Förekommer;;;Viktig;;;;
101701;Remus sericeus;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B1b(iii)+2b(iii);;;;;;;Viktig;;
1369;Repetobasidium conicum;lågahylsskinn;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
1370;Repetobasidium macrosporum;;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;Förekommer;;;;
5768;Repetobasidium mirificum;hylsskinn;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Förekommer;Förekommer;;;;;;;
1371;Repetobasidium vestitum;;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
1372;Repetobasidium vile;;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
101702;Rhacopus sahlbergi;Sahlbergs halvknäppare;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);Viktig;Förekommer;;;;;;;
101703;Rhagio immaculatus;gul snäppfluga;Ej längre bofast, ej tillfälligt förekommande;Art;Tvåvingar;Nationellt utdöd (RE);;Förekommer;Förekommer;;;;;;;
101704;Rhagium sycophanta;ekträdlöpare;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;Viktig;;;;;;;
102331;Rhantus bistriatus;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Förekommer;;;Viktig;Viktig;;;
101705;Rhantus fennicus;finsk gulbuk;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;;;;;Viktig;;;
214205;Rhigognostis annulatella;skörbjuggsörtsmal;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);B1ac(iv)+2ac(iv);;;;;;;Viktig;;
214208;Rhigognostis kuusamoensis;nordlig senapsmal;Bofast och reproducerande;Art;Fjärilar;Kunskapsbrist (DD);;;;Förekommer;Viktig;;;;;
1373;Rhinanthus angustifolius subsp. apterus;åkerskallra;Bofast och reproducerande;Underart;Kärlväxter;Akut hotad (CR);C2a(i);;Viktig;;;;;;;
249008;Rhinanthus osiliensis;öselskallra;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);"B1a+2a; D2";;Förekommer;;;Viktig;;;;
101706;Rhingia rostrata;hagnäbbfluga;Ej längre bofast, ej tillfälligt förekommande;Art;Tvåvingar;Nationellt utdöd (RE);;Viktig;Viktig;;;;;;;
101013;Rhinusa collina;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Viktig;;;;;;
101015;Rhinusa linariae;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Viktig;;;;;;
101014;Rhinusa pilosa;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Förekommer;Förekommer;;;;Viktig;;
101707;Rhithrogena germanica;;Bofast och reproducerande;Art;Sländor;Nära hotad (NT);B2b(iii);Förekommer;;;;Förekommer;Viktig;;;
300;Rhizochaete sulphurina;svavelskinn;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
1376;Rhizomnium andrewsianum;polarrundmossa;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);"B1a+2a; D1";;;;Viktig;;;;;
100772;Rhizophagus aeneus;grön barkglansbagge;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;;;;Viktig;;;;
101708;Rhizophagus brancsiki;bokbarkglansbagge;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);Viktig;;;;;;;;
105456;Rhizophagus grandis;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;;;;;;;;
101710;Rhizophagus picipes;svart barkglansbagge;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii);Viktig;;Förekommer;;Viktig;;;;
1105;Rhodonia placenta;laxporing;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);"A2c+3c+4c; C1+2a(i)";Viktig;;;;;;;;
5800;Rhodoscypha ovilla;rosenskål;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Förekommer;;;;;;;;
232923;Rhodospora sordida;sipperalg;Bofast och reproducerande;Art;Alger;Sårbar (VU);D2;;;;Förekommer;Förekommer;Viktig;;;
1377;Rhodotus palmatus;ådermussling;Bofast och reproducerande;Art;Storsvampar;Akut hotad (CR);D;Viktig;;;;;;;;
1378;Rhynchostegiella teneriffae;mjölig nålmossa;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);D;Förekommer;;;;Viktig;;;;
1380;Rhynchostegium confertum;broddnäbbmossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;Förekommer;Viktig;Förekommer;;;;;;
1381;Rhynchostegium megapolitanum;sandnäbbmossa;Bofast och reproducerande;Art;Mossor;Nära hotad (NT);D1;Viktig;Förekommer;;;;;;;
101716;Rhyncolus punctatulus;;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);Viktig;Förekommer;;;;;;;
101718;Rhysodes sulcatus;hakbagge;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;Viktig;;;;;;;;
102583;Rhysodromus fallax;sandsnabblöpare;Bofast och reproducerande;Art;Spindeldjur;Nära hotad (NT);B2ab(iii);;;;;;;Viktig;;
100178;Rhysothorax rufus;röd strandkrypare;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B2ab(iii);;;;;;;Viktig;;
234789;Ribautiana scalaris;;Bofast och reproducerande;Art;Halvvingar;Kunskapsbrist (DD);;Viktig;Viktig;;;;;;;
1384;Riccia ciliata;hår-rosettmossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;Viktig;;;;;;;
1385;Riccia ciliifera;stäpprosettmossa;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);"B2ab(iii); C2a(i)";;Viktig;;;;;;;
1386;Riccia gothica;kalkrosettmossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;Viktig;;;;;;;
1387;Riccia huebeneriana;röd gaffelmossa;Bofast och reproducerande;Art;Mossor;Starkt hotad (EN);C2a(i);;Viktig;;;Förekommer;;;;
1388;Riccia warnstorfii;dvärgrosettmossa;Bofast och reproducerande;Art;Mossor;Sårbar (VU);D1;;Viktig;;;;;;;
229935;Rinodina calcarea;kalkkrimmerlav;Bofast och reproducerande;Art;Lavar;Akut hotad (CR);D;;Viktig;Viktig;;;;;;
1828;Rinodina colobina;allékrimmerlav;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);"A2bc+3b; D";;Viktig;Förekommer;;;;;;
1390;Rinodina endophragmia;forskrimmerlav;Bofast och reproducerande;Art;Lavar;Akut hotad (CR);D;Viktig;;;;Viktig;;;;
229946;Rinodina fimbriata;sjökrimmerlav;Bofast och reproducerande;Art;Lavar;Akut hotad (CR);D;Förekommer;;;;Viktig;;;;
229953;Rinodina luridescens;strandkrimmerlav;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);D;;;;;;;Viktig;;
1829;Rinodina pityrea;falsk allékrimmerlav;Bofast och reproducerande;Art;Lavar;Starkt hotad (EN);A2bc+3bc+4b;;Viktig;Förekommer;;;;;;
1830;Rinodina polyspora;mångsporig krimmerlav;Bofast och reproducerande;Art;Lavar;Akut hotad (CR);D;Viktig;;;;;;;;
229967;Rinodina sheardii;dimkrimmerlav;Bofast och reproducerande;Art;Lavar;Akut hotad (CR);D;Viktig;;;;;;;;
100124;Riparia riparia;backsvala;Bofast och reproducerande;Art;Fåglar;Nära hotad (NT);A2bc;;;Viktig;;Viktig;;;;
100125;Rissa tridactyla;tretåig mås;Bofast och reproducerande;Art;Fåglar;Starkt hotad (EN);D;;;;;;;Viktig;Viktig;
263679;Rivularia dura;hårdkula;Bofast och reproducerande;Art;Alger;Kunskapsbrist (DD);;;;;;;Viktig;;;
263680;Rivularia haematites;blodkula;Bofast och reproducerande;Art;Alger;Kunskapsbrist (DD);;;;;;;Viktig;;;
101720;Robertus insignis;kärrfuktspindel;Bofast och reproducerande;Art;Spindeldjur;Akut hotad (CR);B2ab(iii,v);;;;;Viktig;;;;
233130;Robertus ungulatus;myrfuktspindel;Bofast och reproducerande;Art;Spindeldjur;Nära hotad (NT);B2ab(iii);;;;;Viktig;;;;
232182;Rocetelion humerale;;Bofast och reproducerande;Art;Tvåvingar;Nära hotad (NT);B2ab(iii)c(iii);Viktig;;;;;;;;
102353;Romualdius angustisetulus;;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2b(iii);;Viktig;Förekommer;;;;;;
101712;Ropalopus femoratus;rödbent ögonbock;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B1ab(iii)+2ab(iii);Viktig;Förekommer;;;;;;;
101713;Ropalopus macropus;svart ögonbock;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;Viktig;Förekommer;;;;;;;
102683;Rophites quinquespinosus;blomdyrkarbi;Ej längre bofast, ej tillfälligt förekommande;Art;Steklar;Nationellt utdöd (RE);;;Viktig;;;;;;;
1396;Rosa acicularis;finnros;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);D2;Viktig;;;;Förekommer;;;;
1397;Rosa agrestis;åkerros;Bofast och reproducerande;Art;Kärlväxter;Akut hotad (CR);D;;Viktig;Förekommer;;;;;;
1400;Rosa balsamica;flikros;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);"B2a; D1";;Viktig;;;;;;;
1398;Rosa inodora;västkustros;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);D;Förekommer;Viktig;Förekommer;;;;;;
1399;Rosa jundzillii;ryssros;Ej längre bofast, ej tillfälligt förekommande;Art;Kärlväxter;Nationellt utdöd (RE);;;Viktig;;;;;Förekommer;;
232135;Rosa micrantha;sydäppelros;Bofast och reproducerande;Art;Kärlväxter;Akut hotad (CR);D;;Viktig;;;;;;;
1401;Rosa spinosissima;pimpinellros;Ej längre bofast, nu endast tillfälligt förekommande;Art;Kärlväxter;Nationellt utdöd (RE);;;Förekommer;;;;;Viktig;;
1912;Rosa tomentosa;filtros;Bofast och reproducerande;Art;Kärlväxter;Akut hotad (CR);D;;Viktig;;;;;;;
101721;Rosalia alpina;alpbock;Ej längre bofast, ej tillfälligt förekommande;Art;Skalbaggar;Nationellt utdöd (RE);;Viktig;;;;;;;;
232814;Rosenvingiella constricta;bred snörptråd;Bofast och reproducerande;Art;Alger;Kunskapsbrist (DD);;;;;;;;Viktig;Förekommer;Förekommer
2080;Rostania occultata;skorpgelélav;Bofast och reproducerande;Art;Lavar;Nära hotad (NT);A2bc+3bc+4bc;Viktig;Viktig;Förekommer;;;;;;
218100;Roxania utriculus;sjökanin;Bofast och reproducerande;Art;Blötdjur;Nära hotad (NT);B1ab(iii);;;;;;;;Viktig;
156;Rubroboletus legaliae;falsk djävulssopp;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);D;Viktig;;Förekommer;;;;;;
160;Rubroboletus rhodoxanthus;rosensopp;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);D;Viktig;;;;;;;;
161;Rubroboletus satanas;djävulssopp;Bofast och reproducerande;Art;Storsvampar;Starkt hotad (EN);C2a(i);Viktig;Förekommer;;;;;;;
223133;Rubus bifrons;banbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);D;;;Viktig;;;;;;
267005;Rubus cordatiformis;ugglarpsbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;;Viktig;Viktig;;;;;;
1404;Rubus dasyphyllus;karakåsbjörnbär;Ej längre bofast, nu endast tillfälligt förekommande;Småarter;Kärlväxter;Nationellt utdöd (RE);;;Viktig;;;;;;;
1913;Rubus decurrentispinus;fintandat björnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1;;Viktig;;;;;;;
1914;Rubus dissimulans;bohusbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;;Viktig;Förekommer;;;;;;
1405;Rubus divaricatus;glansbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;;Viktig;;;;;;;
223143;Rubus echinatus;engelskt björnbär;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Förekommer;;Viktig;;;;;;
1916;Rubus fabrimontanus;borstbjörnbär/uddbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D2;Förekommer;Viktig;;;;;;;
232136;Rubus flaccidifolius;slokbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D2;Viktig;Förekommer;;;;;;;
260364;Rubus friesianus;falkbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;;Viktig;;;;;;;
235139;Rubus gillotii;franskt björnbär;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);D;;;;;;;Viktig;;
1922;Rubus lamprocaulos;naggbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;Förekommer;Viktig;;;;;;;
1924;Rubus loehrii;bergumsbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);D;;Viktig;;;;;;;
223168;Rubus montanus;bergbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1+2;Förekommer;Viktig;Förekommer;;;;;;
1413;Rubus muenteri;grönbladsbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1;;Viktig;Förekommer;;;;;;
225033;Rubus nordicus;skageracksbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1;;Viktig;;;;;;;
267006;Rubus onsalaënsis;buerabjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;;Viktig;;;;;;;
6005228;Rubus oredssonii;mollösundsbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;;Viktig;;;;;Förekommer;;
1411;Rubus polyanthemus;blomsterbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1;;Viktig;Viktig;;;;;;
267009;Rubus polybracteatus;onsalabjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;;Viktig;;;;;;;
1926;Rubus pruinosus;hallonbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;;Viktig;;;;;;;
1412;Rubus pyramidalis;pyramidbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;Förekommer;;;;;;;
1927;Rubus rosanthus;rosenbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);D1;;Viktig;;;;;;;
267008;Rubus rugulosus;rydetbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;;Viktig;;;;;;;
1928;Rubus sciocharis;skuggbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Viktig;;Förekommer;;;;;;
1410;Rubus scissoides;åsljungabjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1;Förekommer;Viktig;;;;;;;
1414;Rubus scissus;nålbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);"B2ab(ii,iii,iv,v); D1";Förekommer;Viktig;;;;;;;
1415;Rubus septentrionalis;nordbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1;;Viktig;;;;;;;
256553;Rubus silvaticus;kilbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;Förekommer;Viktig;;;;;;;
267007;Rubus soendrumensis;söndrumsbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Starkt hotad (EN);D;;Viktig;Viktig;;;;;;
264501;Rubus sordirosanthus;steningebjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1;;Viktig;Viktig;;;;;;
1416;Rubus sprengelii;sprengelsbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1;Förekommer;Viktig;Förekommer;;;;;;
232137;Rubus steracanthos;grovtaggigt björnbär;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);D;Förekommer;Förekommer;;;;;;;
1929;Rubus tiliaster;lindbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Sårbar (VU);"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i); D1";;Viktig;;;;;;;
1930;Rubus walsemannii;polabiskt björnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1;;Viktig;Förekommer;;;;;;
1417;Rubus vestervicensis;västerviksbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);D;Viktig;Förekommer;;;;;Förekommer;;
1418;Rubus vestitus;rundbladsbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);D1;;Viktig;;;;;;;
1419;Rubus vigorosus;smålandsbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Akut hotad (CR);"B1ab(iii,v)+2ab(iii,v); C2a(i); D";Förekommer;;Viktig;;;;;;
250435;Rubus vikensis;vikenbjörnbär;Bofast och reproducerande;Småarter;Kärlväxter;Nära hotad (NT);;;Viktig;Viktig;;;;;;
228476;Rufoplaca tristiuscula;atlantorangelav;Möjligen nationellt utdöd;Art;Lavar;Kunskapsbrist (DD);;Förekommer;Förekommer;;;;;;;
101722;Rugathodes instabilis;tuvklotspindel;Bofast och reproducerande;Art;Spindeldjur;Nära hotad (NT);B2ab(iii);;;;;Viktig;;;;
3192;Rugosomyces ionides;lilamusseron;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
3193;Rugosomyces obscurissimus;purpurmusseron;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
3194;Rugosomyces onychinus;onyxmusseron;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C2a(i);Viktig;;;;;;;;
223985;Rumex acetosa var. serpentinicola;smal ängssyra;Bofast och reproducerande;Varietet;Kärlväxter;Nära hotad (NT);;Viktig;;;;;;;;
223989;Rumex acetosella subsp. arenicola;sandsyra;Bofast och reproducerande;Underart;Kärlväxter;Nära hotad (NT);B2ab(iii,v);;Förekommer;;Viktig;;Förekommer;;;
1420;Rumex conglomeratus;dikesskräppa;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B2ab(ii,iii,iv,v);;Viktig;;;Viktig;;;;
102333;Rushia parreyssii;tallbarkbrunbagge;Bofast och reproducerande;Art;Skalbaggar;Sårbar (VU);B1ab(iii)+2ab(iii);Viktig;;;;;;;;
5831;Russula anthracina;sotkremla;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
5842;Russula carpini;avenbokskremla;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
2054;Russula curtipes;kortfotkremla;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
5858;Russula emeticicolor;korallkremla;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
248741;Russula fulvograminea;;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
5879;Russula incarnata;laxkremla;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;;;;;;;;
1422;Russula laeta;skönkremla;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);C1+2a(i);Viktig;Förekommer;Förekommer;;;;;;
1424;Russula melliolens;honungskremla;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);D1;Viktig;Förekommer;Förekommer;;;;;;
2055;Russula olivina;olivinkremla;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);A2c+3c+4c;Viktig;;;;;;;;
5906;Russula olivobrunnea;olivbrun kremla;Bofast och reproducerande;Art;Storsvampar;Sårbar (VU);A2c+3c+4c;Viktig;;;;;;;;
5919;Russula puellula;småkremla;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;Förekommer;;;;;;
2056;Russula rutila;liten ekkremla;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
1426;Russula solaris;solkremla;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);C2a(i);Viktig;;;;;;;;
2057;Russula torulosa;sandkremla;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
5945;Russula vinosobrunnea;brun läderkremla;Bofast och reproducerande;Art;Storsvampar;Nära hotad (NT);D1;Viktig;;;;;;;;
5948;Russula viscida;klibbkremla;Bofast och reproducerande;Art;Storsvampar;Kunskapsbrist (DD);;Viktig;;;;;;;;
102005;Rusticoclytus pantherinus;sälggetingbock;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);B2ab(iii,iv);Viktig;Förekommer;Förekommer;;;;;;
232183;Rutylapa ruficornis;;Bofast och reproducerande;Art;Tvåvingar;Sårbar (VU);B2ac(iv);Förekommer;Förekommer;Förekommer;;Viktig;;;;
101717;Rypobius praetermissus;;Bofast och reproducerande;Art;Skalbaggar;Kunskapsbrist (DD);;;;;;;;Viktig;;
101724;Sabra harpagula;vasspetsad sikelvinge;Bofast och reproducerande;Art;Fjärilar;Nära hotad (NT);"B2ab(iii,v); D2";Viktig;Förekommer;;;;;;;
220897;Sagina × normaniana;normansnarv;Bofast och reproducerande;Art;Kärlväxter;Sårbar (VU);B2ab(iv,v);Förekommer;Viktig;Förekommer;;;;;;
1429;Sagina apetala;fältnarv;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B2ab(ii,iv,v)c(iv);;Viktig;Förekommer;;;;;;
1431;Sagina caespitosa;tuvnarv;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B2a;;;;Viktig;;;;;
1430;Sagina micropetala;hårnarv;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);B2ac(iv);;Förekommer;Viktig;;;;;;
219606;Sagittaria sagittifolia;pilblad;Bofast och reproducerande;Art;Kärlväxter;Nära hotad (NT);A2abc;;;;;;Viktig;Förekommer;;
101727;Saldula melanoscela;sandpölskinnbagge;Bofast och reproducerande;Art;Halvvingar;Sårbar (VU);B2b(iii)c(iv);;;Viktig;;Viktig;;;;
248318;Salebriopsis albicilla;vithövdat molnmott;Bofast och reproducerande;Art;Fjärilar;Sårbar (VU);"B1ab(iii)+2ab(iii); D2";Viktig;Förekommer;;;;;;;
1931;Salix daphnoides subsp. daphnoides;äkta daggvide;Bofast och reproducerande;Underart;Kärlväxter;Sårbar (VU);B2ab(iii,iv,v);Förekommer;;;;Viktig;Förekommer;;;
1932;Salix hastata subsp. vegeta;källblekvide;Bofast och reproducerande;Underart;Kärlväxter;Sårbar (VU);"B2ab(ii,iii,iv,v); D1";;Förekommer;;;Viktig;;;;
1432;Salvia pratensis;ängssalvia;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B2ab(i,ii,iii,iv,v);;Viktig;Förekommer;;;;;;
1433;Salvia verticillata;kranssalvia;Bofast och reproducerande;Art;Kärlväxter;Starkt hotad (EN);B2ab(iii,iv,v);;Viktig;Förekommer;;;;;;
227482;Samytha sexcirrata;;Bofast och reproducerande;Art;Ringmaskar och planarier;Kunskapsbrist (DD);;;;;;;;;Viktig;
101728;Saperda perforata;grön aspvedbock;Bofast och reproducerande;Art;Skalbaggar;Nära hotad (NT);A2c+3c;Viktig;Förekommer;;;;;;;
